ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,ans,answer,ce,cf,cfi,co,color1,color2,color3,color4,color5,color6,color7,color8,cs,cse,ct,cth,danswer,dce,dcf,dcfi,dco,dcs,dcse,dct,dcth,difcolor,difcolor1,dresc,encoding,exp1,exp1.Cycle,exp1.Sample,exp2,exp2.Cycle,exp2.Sample,memorizing,prac,prac.Cycle,prac.Sample,pracresp.ACC,Procedure,resc,resp.ACC,resp.CRESP,resp.RESP,resp.RT,respcolor,Running,samecolor,samecolor1
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,100,n,x,red,cyan,blue,gray,black,yellow,green,navy,gray,maroon,magenta,blue,olive,maroon,yellow,magenta,n,blue,navy,gray,black,maroon,magenta,yellow,green,11,,cyan,100,,,,7,3,30,500,,,,,wkproc,maroon,1,n,n,848,cyan,exp2,17,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,101,n,x,navy,olive,cyan,yellow,maroon,black,olive,purple,gray,red,green,cyan,blue,magenta,purple,red,n,cyan,purple,gray,maroon,red,green,black,olive,15,,yellow,500,,,,9,3,31,500,,,,,wkproc,magenta,1,n,n,848,yellow,exp2,20,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,102,x,x,cyan,blue,black,red,red,navy,purple,blue,black,maroon,gray,cyan,maroon,gray,navy,purple,n,gray,maroon,cyan,blue,red,navy,green,olive,12,,purple,500,,,,3,3,32,500,,,,,wkproc,blue,1,x,x,772,blue,exp2,21,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,103,n,x,olive,black,gray,blue,black,purple,red,cyan,olive,green,gray,maroon,purple,red,green,magenta,n,maroon,cyan,olive,black,green,gray,purple,red,3,,yellow,900,,,,11,3,33,500,,,,,wkproc,olive,0,n,x,1404,yellow,exp2,2,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,104,x,x,green,gray,olive,yellow,yellow,cyan,navy,gray,olive,blue,black,green,blue,black,cyan,navy,n,maroon,green,navy,gray,olive,red,blue,cyan,24,,purple,100,,,,2,3,34,1500,,,,,wkproc,navy,1,x,x,1219,navy,exp2,13,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,105,x,x,red,yellow,gray,olive,olive,maroon,navy,yellow,gray,purple,green,red,purple,green,maroon,navy,n,maroon,purple,cyan,navy,red,blue,gray,green,19,,olive,900,,,,6,3,35,1500,,,,,wkproc,purple,0,x,n,1211,purple,exp2,19,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,106,x,x,gray,maroon,purple,magenta,magenta,navy,olive,maroon,purple,yellow,black,gray,yellow,black,navy,olive,n,navy,yellow,magenta,blue,green,maroon,black,gray,23,,cyan,500,,,,4,3,36,1500,,,,,wkproc,yellow,1,x,x,1930,yellow,exp2,18,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,107,x,x,black,navy,red,maroon,maroon,olive,green,navy,red,cyan,magenta,black,cyan,magenta,olive,green,n,blue,cyan,maroon,magenta,gray,yellow,red,black,16,,green,100,,,,1,4,37,500,,,,,wkproc,red,0,x,n,801,red,exp2,23,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,108,n,x,gray,red,yellow,green,gray,red,cyan,black,blue,yellow,purple,olive,purple,blue,magenta,maroon,n,olive,black,blue,gray,yellow,purple,red,cyan,20,,magenta,500,,,,10,4,38,1500,,,,,wkproc,green,1,n,n,877,magenta,exp2,15,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,109,x,x,purple,blue,red,maroon,maroon,black,navy,blue,red,olive,green,purple,olive,green,black,navy,n,cyan,magenta,maroon,green,gray,yellow,olive,black,9,,blue,900,,,,5,4,39,500,,,,,wkproc,black,1,x,x,868,black,exp2,12,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,110,x,x,yellow,navy,red,purple,purple,olive,blue,navy,red,magenta,cyan,yellow,magenta,cyan,olive,blue,n,yellow,gray,green,cyan,magenta,navy,olive,blue,17,,maroon,500,,,,3,4,40,500,,,,,wkproc,magenta,0,x,n,1121,magenta,exp2,8,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,111,n,x,yellow,green,navy,cyan,magenta,navy,maroon,purple,yellow,red,olive,green,black,olive,gray,blue,n,green,purple,yellow,magenta,red,olive,navy,maroon,6,,black,900,,,,12,4,41,1500,,,,,wkproc,navy,1,n,n,1639,black,exp2,1,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,112,x,x,gray,red,magenta,yellow,yellow,cyan,olive,red,magenta,maroon,blue,gray,maroon,blue,cyan,olive,n,olive,magenta,purple,black,navy,maroon,yellow,blue,22,,gray,100,,,,2,4,42,1500,,,,,wkproc,maroon,1,x,x,895,maroon,exp2,5,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,113,n,x,green,gray,maroon,magenta,cyan,green,maroon,olive,yellow,black,gray,magenta,blue,yellow,red,purple,n,magenta,olive,yellow,cyan,black,gray,green,maroon,21,,blue,500,,,,9,4,43,500,,,,,wkproc,green,1,n,n,962,blue,exp2,3,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,114,x,x,yellow,maroon,black,purple,purple,cyan,magenta,maroon,black,gray,navy,yellow,gray,navy,cyan,magenta,n,magenta,blue,navy,black,green,yellow,gray,purple,13,,red,900,,,,6,4,44,1500,,,,,wkproc,gray,0,x,n,1259,gray,exp2,22,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,115,x,x,green,red,magenta,blue,blue,purple,black,red,magenta,cyan,olive,green,cyan,olive,purple,black,n,gray,olive,cyan,red,purple,blue,black,yellow,8,,magenta,500,,,,4,4,45,1500,,,,,wkproc,cyan,1,x,x,1173,cyan,exp2,16,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,116,n,x,blue,black,green,purple,green,magenta,black,purple,yellow,cyan,maroon,red,navy,olive,maroon,red,n,red,purple,yellow,green,cyan,maroon,magenta,black,2,,navy,100,,,,8,4,46,1500,,,,,wkproc,black,1,n,n,1514,navy,exp2,24,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,117,n,x,red,cyan,purple,navy,green,magenta,yellow,navy,olive,maroon,red,purple,gray,black,blue,maroon,n,purple,navy,olive,green,maroon,red,magenta,yellow,18,,black,100,,,,7,4,47,500,,,,,wkproc,blue,1,n,n,1132,black,exp2,9,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,118,n,x,blue,green,black,purple,gray,purple,red,maroon,green,blue,cyan,navy,olive,magenta,red,cyan,n,navy,maroon,green,gray,blue,cyan,purple,red,7,,olive,900,,,,11,4,48,500,,,,,wkproc,cyan,1,n,n,1860,olive,exp2,4,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,119,x,x,olive,red,navy,maroon,maroon,yellow,purple,red,navy,green,gray,olive,green,gray,yellow,purple,n,magenta,blue,black,red,yellow,maroon,cyan,gray,4,,green,100,,,,1,5,49,500,,,,,wkproc,purple,0,x,n,742,purple,exp2,7,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,120,n,x,maroon,black,green,olive,red,green,yellow,magenta,maroon,black,cyan,purple,magenta,red,navy,cyan,n,purple,magenta,maroon,red,black,cyan,green,yellow,14,,navy,100,,,,8,5,50,1500,,,,,wkproc,red,0,n,x,761,navy,exp2,11,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,121,n,x,blue,black,green,purple,magenta,navy,maroon,purple,yellow,red,olive,green,navy,olive,maroon,red,n,green,purple,yellow,magenta,red,olive,navy,maroon,6,,black,100,,,,7,5,51,500,,,,,wkproc,black,1,n,n,975,black,exp2,24,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,122,x,x,gray,maroon,purple,magenta,magenta,navy,olive,maroon,purple,yellow,black,gray,yellow,black,navy,olive,n,maroon,cyan,olive,black,green,gray,purple,red,3,,yellow,100,,,,2,5,52,1500,,,,,wkproc,yellow,1,x,x,1129,yellow,exp2,18,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,123,n,x,magenta,gray,olive,navy,olive,gray,magenta,yellow,blue,navy,green,cyan,black,purple,maroon,yellow,n,cyan,yellow,blue,olive,navy,green,gray,magenta,5,,maroon,900,,,,12,5,53,1500,,,,,wkproc,yellow,1,n,n,1338,maroon,exp2,6,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,124,x,x,green,gray,olive,yellow,yellow,cyan,navy,gray,olive,blue,black,green,blue,black,cyan,navy,n,magenta,olive,yellow,cyan,black,gray,green,maroon,21,,blue,900,,,,6,5,54,1500,,,,,wkproc,navy,1,x,x,2565,navy,exp2,13,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,125,x,x,blue,green,black,purple,purple,red,cyan,green,black,olive,magenta,blue,olive,magenta,red,cyan,n,cyan,magenta,maroon,green,gray,yellow,olive,black,9,,blue,900,,,,5,5,55,500,,,,,wkproc,cyan,0,x,n,988,cyan,exp2,4,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,126,n,x,yellow,maroon,black,purple,green,magenta,yellow,navy,olive,maroon,red,purple,gray,navy,cyan,magenta,n,purple,navy,olive,green,maroon,red,magenta,yellow,18,,black,900,,,,11,5,56,500,,,,,wkproc,gray,0,n,x,1289,black,exp2,22,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,127,n,x,olive,black,gray,blue,red,green,yellow,magenta,maroon,black,cyan,purple,purple,red,green,magenta,n,purple,magenta,maroon,red,black,cyan,green,yellow,14,,navy,500,,,,9,5,57,500,,,,,wkproc,olive,1,n,n,1263,navy,exp2,2,
finals,2,2,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117802</Frequency><Timestamp dt:dt=""r8"">9754630403</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:56:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,1164896451,12-28-2020,10:56:53,上午 02:56:53,128,x,x,black,green,red,olive,olive,blue,gray,green,red,magenta,purple,black,magenta,purple,blue,gray,n,red,purple,yellow,green,cyan,maroon,magenta,black,2,,navy,500,,,,3,5,58,500,,,,,wkproc,olive,1,x,x,924,olive,exp2,14,
